summary,topic,title,date,translated_text
"With more than 40 000 vehicles destroyed by fire each year, France is facing an unprecedented situation.","The Committee recommends that the State party take all necessary measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly and the National Assembly, for appropriate consideration and further action.","In a decade, the phenomenon of burned cars has widened and become banal.",05/01/2010,"Ten or fifteen years ago, the publication of statistics on cars burned during the New Year, particularly in Strasbourg, created a major political and media stir. The right accused the then ruling Jospin government of failing to respond to the problems of insecurity. In September 1999, the Head of State, Jacques Chirac, thus alerted the congress of firefighters to the increase in the number of fires in the context of urban violence: he delivered the figure, deemed"
"Since 1 January, the trial courts in Nontron and Ribérac (Dordogne) and Rochechouart (Haute-Vienne) have disappeared.",society,Périgord Park does not want to become a reserve,05/01/2010,"Concerned about the disappearance of one after another of their public services, they are fighting as hard as they can against desertification. Since 1 January, the courts of first instance in Nontron and Ribérac (Dordogne), and Rochechouart (Haute-Vienne) have disappeared. Closed. While there is still general medicine in the north of the Dordogne, it is not without its problems: practitioners have had to raise their voices to oppose the logic of"
"The Director General of Pôle emploi presented a study on psychosocial risks to the company's trade unions on Tuesday, 5 January.",society,"""""""We will help directors to better explain current developments""""""",05/01/2010,"Christian Charpy, director general of Pôle emploi, presented a study on psychosocial risks to the company's trade unions on Tuesday 5 January. What are the most striking elements of this study? Employees are suffering a sharp rise in unemployment. The 600,000 additional job seekers in 2009 are putting pressure on their working conditions. In addition, the consequences of the transformation of their profession, linked to the creation of Pôle emploi, which has merged two institutions, two cultures."
"One year after the merger of ANPE and Assedic, a study presented Tuesday reveals a phenomenon of ""unexpected magnitude"".","The Committee recommends that the State party take all necessary measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly and the National Assembly, for appropriate consideration and further action.",Employment hub facing the discomfort of its officers,05/01/2010,"Employees at Pôle Employment are under stress as a result of excessive work, conflicting orders and doubts about management, according to an internal inquiry handed over to the Director General, Christian Charpy, on Monday. On Tuesday morning, Charpy presented the study to the trade unions, which reveals a phenomenon of ""unexpected magnitude"", and announced that he would soon open negotiations on the matter. In December alone, five attempted suicides took place in the workplace."
"This case occurred at a time when the Neo-Pentecostal Churches, which were thriving in Brazil, were demonizing African-origin cults in order to reclaim their followers.",Ideas,"The Child's Needle Martyrdom, by Jean-Pierre Langellier",05/01/2010,"One of the good news at the beginning of this year in Brazil is that the needle child is doing well. Victim of a ritual of black magic, this 2-year-old boy, with his body pierced by 32 sewing needles, will one day be able to thank the surgeons at the Ana Neri Hospital in Salvador de Bahia, who saved him. The case, which shocked the country, breaks out ten days before Christmas. The child vomits and complains of severe pain in the stomach."
"Jacob Zuma, 67, is no exception: when he loves, he marries, in broad daylight.",Ideas,"Long Live the Married!, by Robert Solé",05/01/2010,"South Africa's president, Jacob Zuma, on Monday celebrated his fifth wedding to Tobeka Madiba, his thirty-year-old girlfriend. This is his third wife in business, but his fifth marriage, since he is the widow of Kate Mantsho, who married in 2000, and divorced from Nkosana Dlamini, who became the country's first woman president."
There are only for them: Nelson Mandela and Serge Gainsbourg.,Ideas,"The Vertigo of Advertisements, by Franck Nouchi",05/01/2010,"Invictus, Gainsbourg (Heroic Life): difficult these days to escape the promotion of these two films by Clint Eastwood and Joann Sfar. In the newspapers, on the billboards, in the cinemas, there are only for them: Nelson Mandela and Serge Gainsbourg. Unless it is the actors who incarnate them, Morgan Freeman and Eric Elmosnino."
"It is forbidden not to prohibit: flamboyant bananas, psychoanalysis, tapes, etc.",Ideas,"This fury to prohibit, by Francis Marmande",05/01/2010,"On December 7, 2009, Rafael Gilbert filed a complaint against the Festival de Jazz de Sigüenza (Spain) on the grounds that Larry Ochs' (New York, 1949) concert was not ""real jazz""."
Parliament had voted on a text providing for the repayment by the state of the EUR 3.5 billion lost by savers at the bank.,Economy,Icelandic President refuses to rescue Icesave Bank,05/01/2010,Icelandic President Olaf Ragnar Grimsson announced on Tuesday 5 January that he would not enact legislation authorising the repayment of some €3.5 billion lost by British and Dutch savers as a result of the bankruptcy of Iceland's main banks in 2008.
What if Netanyahu played Hamas to weaken Fatah and prolong the status quo on settlement in the West Bank?,Ideas,"Should Israeli Soldier Gilad Shalit Be Saved?, by Laurent Zecchini",05/01/2010,"The question put to Israeli Prime Minister Benjamin Netanyahu is the most difficult of the dilemmas: must the soldier Gilad Shalit, a Hamas prisoner since 25 June 2006, be rescued?"
"Eric Besson refers to this proposal in a book, ""For the Nation"", published on 6 January.","The Committee recommends that the State party take all necessary measures to ensure the full implementation of the present recommendations, inter alia, by transmitting them to the members of the Council of Ministers, the Parliament, the Parliamentary Assembly and the National Assembly, for appropriate consideration and further action.",Sarkozy ruled out giving foreigners the right to vote,05/01/2010,"To close the debate on national identity, Nicolas Sarkozy dreams of taking the left on a back foot, as he did in 2003 by abolishing the double penalty (expulsion of foreigners after a prison sentence), when he was Minister of the Interior. But there are not many measures to reserve ""surprises"", as the President of the Republic has announced to his loved ones. In his book ""For the Nation"", published on Wednesday 6 January (Grasset, 128 p., 9 euros), Eric Be"
US President meets all heads of intelligence agencies Tuesday,international,The fight against terrorism dominates Barack Obama’s return to politics,05/01/2010,"On his last day of vacation, Barack Obama visited the Honolulu Zoo with his wife and daughters. ""Are you ready to go back to Washington?"" a reporter asked. The heartbeat was unanimous, including the president: ""No!"" Michelle Obama pushed the joke. ""Let's all stop,"" she suggested. ""I'm trying to mount a coup."" The presidential plane was already waiting at Hickam Air Force Base."
